i,t,alpha,delta1,delta2,CL,viol,SPL,flags
4.290000000000000000e+02,4.290000000000000036e+00,1.183377921379619302e+01,-3.738856986679587990e+00,6.088263736569968110e+00,1.295233008283773080e+00,4.766991716226964826e-03,8.012731814948000419e+01,0.000000000000000000e+00
4.300000000000000000e+02,4.299999999999999822e+00,1.186735917060504342e+01,-3.713275889323880641e+00,6.105856385183503932e+00,1.296823324030760283e+00,3.176675969239761699e-03,8.011934223941867117e+01,0.000000000000000000e+00
4.310000000000000000e+02,4.310000000000000497e+00,1.189244783205577782e+01,-3.710098287693318841e+00,6.108070425906158896e+00,1.300388650767520415e+00,3.886507675203709766e-04,8.010836106457503547e+01,0.000000000000000000e+00
4.320000000000000000e+02,4.320000000000000284e+00,1.191363213456906145e+01,-3.709324607872030999e+00,6.108633324093570849e+00,1.304570548759810489e+00,4.570548759810444395e-03,8.009570431599981077e+01,0.000000000000000000e+00
4.330000000000000000e+02,4.330000000000000071e+00,1.186469575110590746e+01,-3.757136739510101187e+00,6.075833215926109254e+00,1.309030327373587044e+00,9.030327373586999329e-03,8.009189294889365840e+01,0.000000000000000000e+00
4.340000000000000000e+02,4.339999999999999858e+00,1.180292335845057750e+01,-3.813591014811153812e+00,6.037110624093034339e+00,1.310573982867016651e+00,1.057398286701660695e-02,8.009632376285512123e+01,0.000000000000000000e+00
4.350000000000000000e+02,4.350000000000000533e+00,1.173431106512821920e+01,-3.874500863604631640e+00,5.995345033608770358e+00,1.309423611186094849e+00,9.423611186094804637e-03,8.010737012861356732e+01,0.000000000000000000e+00
4.360000000000000000e+02,4.360000000000000320e+00,1.166400232518049584e+01,-3.936280417810415155e+00,5.952999162527823351e+00,1.305992949815947268e+00,5.992949815947223868e-03,8.012290486977491355e+01,0.000000000000000000e+00
4.370000000000000000e+02,4.370000000000000107e+00,1.157644320673124660e+01,-4.009756236463240420e+00,5.902652204563894500e+00,1.300801208777660145e+00,8.012087776601006794e-04,8.014320517473618111e+01,0.000000000000000000e+00
4.380000000000000000e+02,4.379999999999999893e+00,1.158951061903077751e+01,-4.012937214385925877e+00,5.900487851753578816e+00,1.293517204352161221e+00,6.482795647838823783e-03,8.015409999916199979e+01,0.000000000000000000e+00
4.390000000000000000e+02,4.389999999999999680e+00,1.164441256601466534e+01,-3.986753182472482671e+00,5.918440634274377388e+00,1.289220715912363424e+00,1.077928408763662027e-02,8.015382462349144532e+01,0.000000000000000000e+00
4.400000000000000000e+02,4.400000000000000355e+00,1.168800173975700041e+01,-3.968359517135075620e+00,5.931058676223300630e+00,1.288980160482910531e+00,1.101983951708951359e-02,8.014708686946721627e+01,0.000000000000000000e+00
4.410000000000000000e+02,4.410000000000000142e+00,1.174020741650435262e+01,-3.943681269158243463e+00,5.947984613997191694e+00,1.291149236143723122e+00,8.850763856276921970e-03,8.013459323696349657e+01,0.000000000000000000e+00
4.420000000000000000e+02,4.419999999999999929e+00,1.179269076670549410e+01,-3.915961051067757825e+00,5.966998352660104921e+00,1.295429155815130073e+00,4.570844184869971016e-03,8.011794473824076590e+01,0.000000000000000000e+00
4.430000000000000000e+02,4.429999999999999716e+00,1.183457141989630301e+01,-3.892316097125190222e+00,5.983222826347207146e+00,1.301286854838955120e+00,1.286854838955076019e-03,8.009966423691429327e+01,0.000000000000000000e+00
4.440000000000000000e+02,4.440000000000000391e+00,1.181754418060214640e+01,-3.915340021924508029e+00,5.967454642983880397e+00,1.307851742942502060e+00,7.851742942502015765e-03,8.008706491951457451e+01,0.000000000000000000e+00
4.450000000000000000e+02,4.450000000000000178e+00,1.176638415056799580e+01,-3.961959204891841502e+00,5.935514173017149453e+00,1.312075040172626439e+00,1.207504017262639451e-02,8.008330540432106659e+01,0.000000000000000000e+00
4.460000000000000000e+02,4.459999999999999964e+00,1.170795076367905629e+01,-4.013399121500246025e+00,5.900279709653709403e+00,1.313026779902811692e+00,1.302677990281164710e-02,8.008692745467988061e+01,0.000000000000000000e+00
4.470000000000000000e+02,4.469999999999999751e+00,1.161290932370248363e+01,-4.090120839108900341e+00,5.847739306880017196e+00,1.311236410044945622e+00,1.123641004494557727e-02,8.010020072585236051e+01,0.000000000000000000e+00
4.480000000000000000e+02,4.480000000000000426e+00,1.156740194418833489e+01,-4.132015660900432152e+00,5.819067192664797439e+00,1.305747498984139554e+00,5.747498984139509659e-03,8.011367881844527972e+01,0.000000000000000000e+00
4.490000000000000000e+02,4.490000000000000213e+00,1.157117710209503869e+01,-4.139339166000496562e+00,5.814063816856353206e+00,1.299762682522452861e+00,2.373174775471831310e-04,8.012141592368149645e+01,0.000000000000000000e+00
4.500000000000000000e+02,4.500000000000000000e+00,1.162196580968381099e+01,-4.113686925702589647e+00,5.831628619371191924e+00,1.295617778513475482e+00,4.382221486524562337e-03,8.011992061444587421e+01,0.000000000000000000e+00
4.510000000000000000e+02,4.509999999999999787e+00,1.165314649107669887e+01,-4.101471151270845716e+00,5.839998872152055931e+00,1.294920777152923419e+00,5.079222847076625413e-03,8.011416747722077503e+01,0.000000000000000000e+00
4.520000000000000000e+02,4.520000000000000462e+00,1.172321790702079980e+01,-4.060710147857291119e+00,5.867909028444904251e+00,1.295795077931852335e+00,4.204922068147709524e-03,8.010088805782095278e+01,0.000000000000000000e+00
4.530000000000000000e+02,4.530000000000000249e+00,1.177094035564649310e+01,-4.036523816308870138e+00,5.884478336620404093e+00,1.299576946911103370e+00,4.230530888966743674e-04,8.008429912149213692e+01,0.000000000000000000e+00
4.540000000000000000e+02,4.540000000000000036e+00,1.176527005358254918e+01,-4.049441281882247168e+00,5.875642518668274583e+00,1.304368685841069908e+00,4.368685841069863685e-03,8.007167916081563419e+01,0.000000000000000000e+00
4.550000000000000000e+02,4.549999999999999822e+00,1.174089086652097258e+01,-4.075244637929460900e+00,5.857983981686706976e+00,1.307418525802509501e+00,7.418525802509456923e-03,8.006446787211400817e+01,0.000000000000000000e+00
4.560000000000000000e+02,4.560000000000000497e+00,1.167004999723970471e+01,-4.133332046737317356e+00,5.818227138978622648e+00,1.308320221660961735e+00,8.320221660961690802e-03,8.006706406097279682e+01,0.000000000000000000e+00
4.570000000000000000e+02,4.570000000000000284e+00,1.160313878757363959e+01,-4.188441181231222998e+00,5.780522904155684927e+00,1.305513496556665487e+00,5.513496556665442583e-03,8.007602737470007526e+01,0.000000000000000000e+00
4.580000000000000000e+02,4.580000000000000071e+00,1.153863065906921470e+01,-4.241648146053973889e+00,5.744132429059706446e+00,1.300154639725180861e+00,1.546397251808162565e-04,8.008884915141385363e+01,0.000000000000000000e+00
4.590000000000000000e+02,4.589999999999999858e+00,1.156776549409247856e+01,-4.229331337685653835e+00,5.752561567100862305e+00,1.293009902576003345e+00,6.990097423996699533e-03,8.009354132124425973e+01,0.000000000000000000e+00
4.600000000000000000e+02,4.600000000000000533e+00,1.159635371110637792e+01,-4.217243443693915239e+00,5.760834445914402302e+00,1.288825950189576464e+00,1.117404981042358081e-02,8.009275149383732639e+01,0.000000000000000000e+00
4.610000000000000000e+02,4.610000000000000320e+00,1.165180884502369629e+01,-4.186219423620514135e+00,5.782058223363721439e+00,1.286747361486187957e+00,1.325263851381208724e-02,8.008506555917898595e+01,0.000000000000000000e+00
4.620000000000000000e+02,4.620000000000000107e+00,1.171429004580372002e+01,-4.150086563492502378e+00,5.806780054175208150e+00,1.287409642193250603e+00,1.259035780674944149e-02,8.007139541588838938e+01,0.000000000000000000e+00
4.630000000000000000e+02,4.629999999999999893e+00,1.177200922846963493e+01,-4.114956915622021150e+00,5.830820879138626900e+00,1.290359412323940580e+00,9.640587676059464428e-03,8.005379016688303295e+01,0.000000000000000000e+00
4.640000000000000000e+02,4.639999999999999680e+00,1.181806797019294031e+01,-4.062593057348476755e+00,5.866660939532565067e+00,1.294782655776897773e+00,5.217344223102271528e-03,8.003726459350291123e+01,0.000000000000000000e+00
4.650000000000000000e+02,4.650000000000000355e+00,1.185482191560850751e+01,-4.026463980198970560e+00,5.891402459373095368e+00,1.300405089010510773e+00,4.050890105107285422e-04,8.002131691181331519e+01,0.000000000000000000e+00
4.660000000000000000e+02,4.660000000000000142e+00,1.184801233878942561e+01,-4.039159998674616503e+00,5.882717573517847853e+00,1.306181738961989192e+00,6.181738961989147185e-03,8.000934079211567962e+01,0.000000000000000000e+00
4.670000000000000000e+02,4.669999999999999929e+00,1.187871691681176323e+01,-4.004596904410248293e+00,5.906391473063197672e+00,1.309574890358494059e+00,9.574890358494014819e-03,7.999780116806986996e+01,0.000000000000000000e+00
4.680000000000000000e+02,4.679999999999999716e+00,1.184588345925166664e+01,-4.035644292065385663e+00,5.885136773403374377e+00,1.313510322831412891e+00,1.351032283141284651e-02,7.999284940602419169e+01,0.000000000000000000e+00
4.690000000000000000e+02,4.690000000000000391e+00,1.180737138625869598e+01,-4.070484865361923887e+00,5.861288833300200452e+00,1.314378505866131253e+00,1.437850586613120818e-02,7.999364943213906542e+01,0.000000000000000000e+00
4.700000000000000000e+02,4.700000000000000178e+00,1.176667668475072404e+01,-4.106668557317838086e+00,5.836526717395399189e+00,1.312773423847056753e+00,1.277342384705670852e-02,7.999890335413381592e+01,0.000000000000000000e+00
4.710000000000000000e+02,4.709999999999999964e+00,1.172067030297230872e+01,-4.146386500755078863e+00,5.809351546881322825e+00,1.309280628723647588e+00,9.280628723647543765e-03,8.000795654143169600e+01,0.000000000000000000e+00
4.720000000000000000e+02,4.719999999999999751e+00,1.171876083857267048e+01,-4.155071575781651205e+00,5.803415113805995063e+00,1.304181327032878812e+00,4.181327032878767724e-03,8.001377304403831658e+01,0.000000000000000000e+00
4.730000000000000000e+02,4.730000000000000426e+00,1.173255022583419915e+01,-4.152612634070066200e+00,5.805102757329457575e+00,1.299929294621406051e+00,7.070537859399372849e-05,8.001528695448033091e+01,0.000000000000000000e+00
4.740000000000000000e+02,4.740000000000000213e+00,1.171245201173820405e+01,-4.173710163521272776e+00,5.790674683439931414e+00,1.297022494973186779e+00,2.977505026813265232e-03,8.001814332379980499e+01,0.000000000000000000e+00
4.750000000000000000e+02,4.750000000000000000e+00,1.172418976224308373e+01,-4.172373710893546139e+00,5.791593776230778978e+00,1.293564146268824100e+00,6.435853731175944503e-03,8.001788157143600699e+01,0.000000000000000000e+00
4.760000000000000000e+02,4.759999999999999787e+00,1.169997893485974316e+01,-4.196046389893089312e+00,5.775406040215143477e+00,1.291176500500815116e+00,8.823499499184928041e-03,8.001998366774498095e+01,0.000000000000000000e+00
4.770000000000000000e+02,4.770000000000000462e+00,1.175742216995288203e+01,-4.162428577230941507e+00,5.798401942747031690e+00,1.287945068561719086e+00,1.205493143828095803e-02,8.001343511988615376e+01,0.000000000000000000e+00
4.780000000000000000e+02,4.780000000000000249e+00,1.180642779218462302e+01,-4.115461630028402595e+00,5.830534043275864775e+00,1.287855241234860282e+00,1.214475876513976260e-02,8.000378783881679112e+01,0.000000000000000000e+00
4.790000000000000000e+02,4.790000000000000036e+00,1.184553328871298206e+01,-4.065210479246612607e+00,5.864925192760264139e+00,1.290201365708983694e+00,9.798634291016350417e-03,7.999413931922964593e+01,0.000000000000000000e+00
4.800000000000000000e+02,4.799999999999999822e+00,1.187673868493258134e+01,-4.010306946342776513e+00,5.902515845878389733e+00,1.294154834058191872e+00,5.845165941808172505e-03,7.998655031246462954e+01,0.000000000000000000e+00
4.810000000000000000e+02,4.810000000000000497e+00,1.190163996070377728e+01,-3.975434638053492620e+00,5.926406808142165694e+00,1.299205269816574804e+00,7.947301834252407104e-04,7.997939617520583511e+01,0.000000000000000000e+00
4.820000000000000000e+02,4.820000000000000284e+00,1.190780796900644667e+01,-3.979322519573986749e+00,5.923752877275511253e+00,1.304357580622767410e+00,4.357580622767365242e-03,7.997217928293960654e+01,0.000000000000000000e+00
4.830000000000000000e+02,4.830000000000000071e+00,1.189393422707581038e+01,-3.997081563258999992e+00,5.911596494023775072e+00,1.308064645135114556e+00,8.064645135114512087e-03,7.996789211844385648e+01,0.000000000000000000e+00
4.840000000000000000e+02,4.839999999999999858e+00,1.184886925526650714e+01,-4.036530613132580214e+00,5.884584948828240236e+00,1.309852355647416866e+00,9.852355647416821682e-03,7.997034335050108211e+01,0.000000000000000000e+00
4.850000000000000000e+02,4.850000000000000533e+00,1.181007576193948516e+01,-4.071397965057655277e+00,5.860717578968182906e+00,1.308872832465916902e+00,8.872832465916857814e-03,7.997675199683811798e+01,0.000000000000000000e+00
4.860000000000000000e+02,4.860000000000000320e+00,1.177108941716043944e+01,-4.106220925440273284e+00,5.836885904958538873e+00,1.306199578039128451e+00,6.199578039128406104e-03,7.998592293745116422e+01,0.000000000000000000e+00
4.870000000000000000e+02,4.870000000000000107e+00,1.176396938025556693e+01,-4.118560848869529778e+00,5.828446072511087372e+00,1.302314221158612506e+00,2.314221158612461693e-03,7.999256765317488771e+01,0.000000000000000000e+00
4.880000000000000000e+02,4.879999999999999893e+00,1.181165233373929091e+01,-4.086955048557107339e+00,5.850078640508153960e+00,1.299018855651498550e+00,9.811443485014947896e-04,7.999059395902594360e+01,0.000000000000000000e+00
4.890000000000000000e+02,4.889999999999999680e+00,1.184970236732731230e+01,-4.046722883128648363e+00,5.877620603644579056e+00,1.298814532554887213e+00,1.185467445112831086e-03,7.998549328356253341e+01,0.000000000000000000e+00
4.900000000000000000e+02,4.900000000000000355e+00,1.188006552544300654e+01,-4.008254794150627909e+00,5.903964345767847455e+00,1.300853466537492675e+00,8.534665374926309056e-04,7.997950486193893482e+01,0.000000000000000000e+00
4.910000000000000000e+02,4.910000000000000142e+00,1.186063360661283284e+01,-4.029701320890335836e+00,5.889283735148673316e+00,1.304284372599997299e+00,4.284372599997254838e-03,7.997693090414219341e+01,0.000000000000000000e+00
4.920000000000000000e+02,4.919999999999999929e+00,1.182909497101018204e+01,-4.059460034868573430e+00,5.868913050044971769e+00,1.305808282894670880e+00,5.808282894670835361e-03,7.997862611415543199e+01,0.000000000000000000e+00
4.930000000000000000e+02,4.929999999999999716e+00,1.178053049920345074e+01,-4.100971999389298794e+00,5.840499911250842224e+00,1.305424707584488697e+00,5.424707584488652756e-03,7.998576837617507351e+01,0.000000000000000000e+00
4.940000000000000000e+02,4.940000000000000391e+00,1.181311812244571691e+01,-4.085483622066343301e+00,5.851104734122006157e+00,1.302903746951828090e+00,2.903746951828045653e-03,7.998551899756118644e+01,0.000000000000000000e+00
4.950000000000000000e+02,4.950000000000000178e+00,1.185087203710314796e+01,-4.051126783042516166e+00,5.874625259258585253e+00,1.302525537645702780e+00,2.525537645702735645e-03,7.998100776922919408e+01,0.000000000000000000e+00
4.960000000000000000e+02,4.959999999999999964e+00,1.185287668354977519e+01,-4.057064047308144517e+00,5.870566192623987156e+00,1.304358792683218748e+00,4.358792683218704056e-03,7.997657959751387580e+01,0.000000000000000000e+00
4.970000000000000000e+02,4.969999999999999751e+00,1.181877617829129257e+01,-4.088150795796867243e+00,5.849289926173690368e+00,1.305766992396547588e+00,5.766992396547543365e-03,7.997731294236429278e+01,0.000000000000000000e+00
4.980000000000000000e+02,4.980000000000000426e+00,1.176961332749580613e+01,-4.129625936390529439e+00,5.820907735524966320e+00,1.305238329402839348e+00,5.238329402839303484e-03,7.998384046488321530e+01,0.000000000000000000e+00
4.990000000000000000e+02,4.990000000000000213e+00,1.170984655463563406e+01,-4.178351326518657594e+00,5.787572419460123463e+00,1.302624402628805633e+00,2.624402628805588833e-03,7.999577359283699707e+01,0.000000000000000000e+00
5.000000000000000000e+02,5.000000000000000000e+00,1.170550274557497339e+01,-4.188161031960468073e+00,5.780865848450567057e+00,1.298010574270569206e+00,1.989425729430838174e-03,8.000397116981430656e+01,0.000000000000000000e+00
5.010000000000000000e+02,5.009999999999999787e+00,1.167281652702068584e+01,-4.217656337721889415e+00,5.760695716393549048e+00,1.294458375042308207e+00,5.541624957691837494e-03,8.001321594995454234e+01,0.000000000000000000e+00
5.020000000000000000e+02,5.020000000000000462e+00,1.171254458758254735e+01,-4.196343087641240643e+00,5.775272784771487089e+00,1.290379476587266705e+00,9.620523412733339441e-03,8.001396126466296721e+01,0.000000000000000000e+00
5.030000000000000000e+02,5.030000000000000249e+00,1.177061638807092159e+01,-4.158786317383912134e+00,5.800960391242651504e+00,1.289217245456430350e+00,1.078275454356969476e-02,8.000671733617927828e+01,0.000000000000000000e+00
5.040000000000000000e+02,5.040000000000000036e+00,1.181695651169295758e+01,-4.110238654078914422e+00,5.834172714767911216e+00,1.291090407167423404e+00,8.909592832576640475e-03,7.999724613214000613e+01,0.000000000000000000e+00
5.050000000000000000e+02,5.049999999999999822e+00,1.185393499417922847e+01,-4.067280393049570009e+00,5.863573122370000945e+00,1.295130618376841181e+00,4.869381623158863803e-03,7.998728238773115606e+01,0.000000000000000000e+00
5.060000000000000000e+02,5.060000000000000497e+00,1.185969550830952102e+01,-4.070239799711505846e+00,5.861552488698529295e+00,1.300312740294396807e+00,3.127402943967627635e-04,7.997827198767129175e+01,0.000000000000000000e+00
5.070000000000000000e+02,5.070000000000000284e+00,1.185927402901834782e+01,-4.077381363179836349e+00,5.856668993831515735e+00,1.304219734799151764e+00,4.219734799151719784e-03,7.997088498584444949e+01,0.000000000000000000e+00
5.080000000000000000e+02,5.080000000000000071e+00,1.179929672418025888e+01,-4.126143157658484384e+00,5.823298025187439997e+00,1.306901603781599697e+00,6.901603781599652265e-03,7.997303903290787730e+01,0.000000000000000000e+00
5.090000000000000000e+02,5.089999999999999858e+00,1.172440033474386745e+01,-4.185178234729555413e+00,5.782908843324772619e+00,1.305966441901260433e+00,5.966441901260388647e-03,7.998403558314295481e+01,0.000000000000000000e+00
5.100000000000000000e+02,5.100000000000000533e+00,1.175596618123693204e+01,-4.169480990560929357e+00,5.793647863767407813e+00,1.301699450048708906e+00,1.699450048708861516e-03,7.998687412843889888e+01,0.000000000000000000e+00
5.110000000000000000e+02,5.110000000000000320e+00,1.171178261892573857e+01,-4.206694835948829869e+00,5.768196621349376052e+00,1.299827980154017126e+00,1.720198459829180848e-04,7.999401555620866588e+01,0.000000000000000000e+00
5.120000000000000000e+02,5.120000000000000107e+00,1.175825530086888016e+01,-4.180284425700235396e+00,5.786259577470421078e+00,1.296212042284657917e+00,3.787957715342127329e-03,7.999231774305162901e+01,0.000000000000000000e+00
5.130000000000000000e+02,5.129999999999999893e+00,1.178152054708500707e+01,-4.169977581960092827e+00,5.793311693726181488e+00,1.295432850748978071e+00,4.567149251021973555e-03,7.998733083969018764e+01,0.000000000000000000e+00
5.140000000000000000e+02,5.139999999999999680e+00,1.177024400291327488e+01,-4.183747134820256619e+00,5.783896641599353572e+00,1.295619101114689808e+00,4.380898885310235968e-03,7.998451551742796539e+01,0.000000000000000000e+00
5.150000000000000000e+02,5.150000000000000355e+00,1.180262110527366737e+01,-4.166789877590327151e+00,5.795496450014408829e+00,1.294892160152037786e+00,5.107839847962258872e-03,7.997750683950988559e+01,0.000000000000000000e+00
5.160000000000000000e+02,5.160000000000000142e+00,1.184249562946080481e+01,-4.128931066393190186e+00,5.821393577404535336e+00,1.295459063596565930e+00,4.540936403434114865e-03,7.996816176920981434e+01,0.000000000000000000e+00
5.170000000000000000e+02,5.169999999999999929e+00,1.187431469421619745e+01,-4.095305097339926981e+00,5.844402615765024400e+00,1.297689163652554045e+00,2.310836347445999195e-03,7.995821431580097283e+01,0.000000000000000000e+00
5.180000000000000000e+02,5.179999999999999716e+00,1.189970566508161198e+01,-4.074911452729277350e+00,5.858362916059507874e+00,1.300749993336634658e+00,7.499933366346134278e-04,7.994757945238765728e+01,0.000000000000000000e+00
5.190000000000000000e+02,5.190000000000000391e+00,1.190523529148104842e+01,-4.077162981522366003e+00,5.856826360859334279e+00,1.303837841115884633e+00,3.837841115884588206e-03,7.993820252897488388e+01,0.000000000000000000e+00
5.200000000000000000e+02,5.200000000000000178e+00,1.188946837788507516e+01,-4.094171181450219521e+00,5.845189723732316267e+00,1.305764595855547272e+00,5.764595855547227643e-03,7.993290352988636016e+01,0.000000000000000000e+00
5.210000000000000000e+02,5.209999999999999964e+00,1.185945037826118131e+01,-4.121056041516525603e+00,5.826795239726472175e+00,1.305850691785666040e+00,5.850691785665995681e-03,7.993272378826959823e+01,0.000000000000000000e+00
5.220000000000000000e+02,5.219999999999999751e+00,1.181991763954885499e+01,-4.154485457631669654e+00,5.803926200344639241e+00,1.303922295500665740e+00,3.922295500665695656e-03,7.993762171189344201e+01,0.000000000000000000e+00
5.230000000000000000e+02,5.230000000000000426e+00,1.185194966975712738e+01,-4.137571233369099488e+00,5.815498665233385545e+00,1.300066299031978012e+00,6.629903197796771508e-05,7.993590645429486585e+01,0.000000000000000000e+00
5.240000000000000000e+02,5.240000000000000213e+00,1.188185882738195076e+01,-4.118301002020064772e+00,5.828684295383077085e+00,1.298028358089921008e+00,1.971641910079036109e-03,7.993015800374737978e+01,0.000000000000000000e+00
5.250000000000000000e+02,5.250000000000000000e+00,1.186113315373122923e+01,-4.138259377185828036e+00,5.815032020535559454e+00,1.297283290423866475e+00,2.716709576133569115e-03,7.992833871162656578e+01,0.000000000000000000e+00
5.260000000000000000e+02,5.259999999999999787e+00,1.188918706206835552e+01,-4.107610180786614329e+00,5.836001508932042725e+00,1.295044169632215247e+00,4.955830367784797019e-03,7.992423240746126112e+01,0.000000000000000000e+00
5.270000000000000000e+02,5.270000000000000462e+00,1.191157351417575860e+01,-4.065985380422673323e+00,5.864486717925529113e+00,1.294351436950361922e+00,5.648563049638122280e-03,7.992098654272670899e+01,0.000000000000000000e+00
5.280000000000000000e+02,5.280000000000000249e+00,1.192943745070590822e+01,-4.040864864307113891e+00,5.881685917732951019e+00,1.294899407540524905e+00,5.100592459475139506e-03,7.991741513986761447e+01,0.000000000000000000e+00
5.290000000000000000e+02,5.290000000000000036e+00,1.194369251116936148e+01,-3.967413350248934822e+00,5.931978629650470403e+00,1.295754185129923242e+00,4.245814870076802805e-03,7.992007144652913553e+01,3.000000000000000000e+00
5.300000000000000000e+02,5.299999999999999822e+00,1.195506776143817795e+01,-3.960315998430221640e+00,5.936848923073482887e+00,1.298019479458498049e+00,1.980520541501995524e-03,7.992011738345722449e+01,0.000000000000000000e+00
5.310000000000000000e+02,5.310000000000000497e+00,1.196414498134965676e+01,-3.915235722488642267e+00,5.967742639070464428e+00,1.299418773231526325e+00,5.812267684737193463e-04,7.992325603911484677e+01,1.000000000000000000e+00
5.320000000000000000e+02,5.320000000000000284e+00,1.197138841946083687e+01,-3.904244266752107784e+00,5.975286337600138609e+00,1.301140508764573767e+00,1.140508764573722189e-03,7.992506882439398908e+01,0.000000000000000000e+00
5.330000000000000000e+02,5.330000000000000071e+00,1.197716853674147508e+01,-3.905291815360895313e+00,5.974578736305963034e+00,1.302120099427436895e+00,2.120099427436850092e-03,7.992485447595348091e+01,0.000000000000000000e+00
5.340000000000000000e+02,5.339999999999999858e+00,1.195877931689191165e+01,-3.926743599412388708e+00,5.959884575894366598e+00,1.302196695959084938e+00,2.196695959084893346e-03,7.992654818953599261e+01,0.000000000000000000e+00
5.350000000000000000e+02,5.350000000000000533e+00,1.196710672762081806e+01,-3.912591907905367705e+00,5.969592150943551445e+00,1.300443188210900214e+00,4.431882109001694658e-04,7.992744966668755069e+01,0.000000000000000000e+00
5.360000000000000000e+02,5.360000000000000320e+00,1.197375183315196523e+01,-3.874435825699123814e+00,5.995754445437579072e+00,1.299018326098861698e+00,9.816739011383468494e-04,7.993099147509238378e+01,1.000000000000000000e+00
5.370000000000000000e+02,5.370000000000000107e+00,1.197859752512484199e+01,-3.880310580793317587e+00,5.991737741130405581e+00,1.298437872656776459e+00,1.562127343223584930e-03,7.993170328149727766e+01,0.000000000000000000e+00
5.380000000000000000e+02,5.379999999999999893e+00,1.198292125742285386e+01,-3.820712896045971085e+00,6.032609555761474063e+00,1.297255507739160318e+00,2.744492260839725972e-03,7.993817498007030053e+01,1.000000000000000000e+00
5.390000000000000000e+02,5.389999999999999680e+00,1.198637150844854027e+01,-3.779129481479456487e+00,6.061149347552248656e+00,1.297389996396999479e+00,2.610003603000565775e-03,7.994691419684085076e+01,1.000000000000000000e+00
5.400000000000000000e+02,5.400000000000000355e+00,1.198912473906499621e+01,-3.713625900237612409e+00,6.106117212162675223e+00,1.297992432111861438e+00,2.007567888138606094e-03,7.996026848543641563e+01,3.000000000000000000e+00
5.410000000000000000e+02,5.410000000000000142e+00,1.199132176147610807e+01,-3.651813725417018652e+00,6.148581340337560874e+00,1.299574899541424022e+00,4.251004585760220778e-04,7.997666135345110661e+01,3.000000000000000000e+00
5.420000000000000000e+02,5.419999999999999929e+00,1.199307494097588389e+01,-3.650923348059870843e+00,6.149218933226790362e+00,1.301778095313964601e+00,1.778095313964556112e-03,7.998821887662894881e+01,1.000000000000000000e+00
5.430000000000000000e+02,5.429999999999999716e+00,1.199447394279893686e+01,-3.637996469663682397e+00,6.158125437953509973e+00,1.302833877944799656e+00,2.833877944799612081e-03,7.999777856844163182e+01,1.000000000000000000e+00
5.440000000000000000e+02,5.440000000000000391e+00,1.199559031799107167e+01,-3.639743064807976936e+00,6.156951301985082559e+00,1.303408019331312895e+00,3.408019331312850397e-03,8.000422774602101583e+01,1.000000000000000000e+00
5.450000000000000000e+02,5.450000000000000178e+00,1.199648116284136101e+01,-3.594876155585679189e+00,6.187804338148102268e+00,1.303280293071658935e+00,3.280293071658890725e-03,8.001393855848938585e+01,1.000000000000000000e+00
5.460000000000000000e+02,5.459999999999999964e+00,1.199719203903502596e+01,-3.582631551316233676e+00,6.196249571559026670e+00,1.303914080078813820e+00,3.914080078813775287e-03,8.002223787768781449e+01,1.000000000000000000e+00
5.470000000000000000e+02,5.469999999999999751e+00,1.199775930387643541e+01,-3.596644436682673973e+00,6.186645801480143092e+00,1.304281431943884462e+00,4.281431943884417279e-03,8.002647877616453798e+01,0.000000000000000000e+00
5.480000000000000000e+02,5.480000000000000426e+00,1.198582244785489515e+01,-3.619783431551025554e+00,6.170768467683955372e+00,1.303812886400836701e+00,3.812886400836656975e-03,8.002971957770756717e+01,0.000000000000000000e+00
5.490000000000000000e+02,5.490000000000000213e+00,1.196349213388300470e+01,-3.649853417745961170e+00,6.150128736134782059e+00,1.302233117594803868e+00,2.233117594803823991e-03,8.003390470864368922e+01,0.000000000000000000e+00
5.500000000000000000e+02,5.500000000000000000e+00,1.197086746037128613e+01,-3.648744319194320518e+00,6.150912422777794930e+00,1.299455417748170749e+00,5.445822518292953163e-04,8.003529184153107678e+01,0.000000000000000000e+00
5.510000000000000000e+02,5.509999999999999787e+00,1.197675282191243973e+01,-3.639561700054742666e+00,6.157242558726943038e+00,1.297451494349068035e+00,2.548505650932009203e-03,8.003596379111989734e+01,1.000000000000000000e+00
5.520000000000000000e+02,5.520000000000000462e+00,1.198144922152608771e+01,-3.611654989005798289e+00,6.176438713441815054e+00,1.296244588008456766e+00,3.755411991543278205e-03,8.003859002140059431e+01,1.000000000000000000e+00
5.530000000000000000e+02,5.530000000000000249e+00,1.198519685354101938e+01,-3.548173534113570504e+00,6.220090671913547808e+00,1.296140991406651732e+00,3.859008593348312033e-03,8.004701092694548947e+01,3.000000000000000000e+00
5.540000000000000000e+02,5.540000000000000036e+00,1.198818738817919716e+01,-3.503051654129653691e+00,6.251147403531434499e+00,1.297811903254994403e+00,2.188096745005640997e-03,8.005766620535601419e+01,1.000000000000000000e+00
5.550000000000000000e+02,5.549999999999999822e+00,1.199057377440562178e+01,-3.494959716302267427e+00,6.256746883471310028e+00,1.300327872500327553e+00,3.278725003275084759e-04,8.006576371938683678e+01,1.000000000000000000e+00
5.560000000000000000e+02,5.560000000000000497e+00,1.199247806240448533e+01,-3.500876877026193323e+00,6.252709238361047639e+00,1.302532420177415551e+00,2.532420177415506402e-03,8.007048970043146596e+01,1.000000000000000000e+00
